txn_id,timestamp,sender_id,receiver_id,amount,currency,txn_type,channel,sender_country,receiver_country,is_cross_border,label_is_laundering,pattern_label
T-000500,2025-01-22 08:03:00.000000,C-STR08,C-N0002,9775.59,USD,cash,branch,US,US,False,True,structuring
T-000501,2025-01-23 01:17:00.000000,C-N0073,C-N0041,11166.19,USD,deposit,online,DE,SG,True,,
T-000502,2025-01-28 05:52:51.827876,C-RCO08,C-N0073,12579.68,USD,cash,branch,US,US,False,True,rapid_cashout
T-000503,2025-01-05 11:59:00.000000,C-N0120,C-N0108,10638.15,USD,deposit,atm,SG,CA,True,,
T-000504,2025-02-08 01:02:00.000000,C-N0197,C-N0051,14443.39,USD,transfer,online,JP,US,True,,
T-000505,2025-02-16 17:45:00.000000,C-N0171,C-LAY06,5924.67,USD,withdrawal,atm,AU,DE,True,,
T-000506,2025-01-15 13:38:00.000000,C-N0047,C-LAY14,1655.66,USD,deposit,online,AU,SG,True,,
T-000507,2025-03-21 12:37:00.000000,C-STR08,C-SMF03,5485.23,USD,transfer,mobile,JP,SG,True,,
T-000508,2025-02-25 04:09:00.000000,C-N0040,C-N0160,8630.78,USD,transfer,mobile,SG,SG,False,,
T-000509,2025-03-15 16:04:00.000000,C-N0095,C-N0073,4377.26,USD,withdrawal,atm,SG,FR,True,,
T-000510,2025-03-30 04:01:00.000000,C-N0176,C-N0134,6924.0,USD,transfer,mobile,AU,CA,True,,
T-000511,2025-01-20 20:38:43.079144,C-RCO06,C-N0081,11606.11,USD,cash,atm,US,US,False,True,rapid_cashout
T-000512,2025-01-31 00:55:00.000000,C-N0062,C-N0003,12583.04,USD,withdrawal,branch,SG,FR,True,,
T-000513,2025-02-28 02:52:00.000000,C-N0189,C-N0111,9821.71,USD,transfer,online,FR,JP,True,,
T-000514,2025-01-22 18:21:00.000000,C-N0037,C-N0157,292.49,USD,transfer,online,CA,US,True,,
T-000515,2025-01-31 13:47:00.000000,C-N0180,C-N0042,10256.52,USD,deposit,online,US,US,False,,
T-000516,2025-02-10 08:43:00.000000,C-N0178,C-N0188,2545.68,USD,deposit,atm,JP,US,True,,
T-000517,2025-03-26 02:34:00.000000,C-N0003,C-N0189,6935.53,USD,deposit,atm,AU,GB,True,,
T-000518,2025-01-08 21:28:00.000000,C-LAY09,C-N0032,14841.58,USD,transfer,online,CA,US,True,,
T-000519,2025-02-17 08:37:09.191276,C-HUB03,C-SMF20,8630.07,USD,transfer,online,US,US,False,True,smurfing
T-000520,2025-03-02 23:38:00.000000,C-LAY02,C-N0148,10370.19,USD,withdrawal,branch,FR,JP,True,,
T-000521,2025-02-02 18:35:00.000000,C-N0007,C-N0133,7873.89,USD,transfer,mobile,DE,AU,True,,
T-000522,2025-02-14 23:44:00.411374,C-HUB01,C-SMF06,8619.39,USD,transfer,online,US,US,False,True,smurfing
T-000523,2025-03-29 08:08:00.000000,C-N0139,C-N0041,10361.0,USD,deposit,atm,FR,DE,True,,
T-000524,2025-02-08 05:57:00.000000,C-N0028,C-N0156,12670.32,USD,deposit,online,SG,AU,True,,
T-000525,2025-02-13 21:06:00.000000,C-N0167,C-N0094,7773.58,USD,transfer,mobile,FR,US,True,,
T-000526,2025-01-30 08:07:00.000000,C-N0096,C-N0188,9189.06,USD,transfer,mobile,AU,JP,True,,
T-000527,2025-01-21 04:30:00.000000,C-N0159,C-N0106,6916.86,USD,transfer,online,AU,SG,True,,
T-000528,2025-02-03 14:07:00.000000,C-LAY07,C-N0062,6942.61,USD,deposit,atm,DE,AU,True,,
T-000529,2025-01-29 19:14:00.000000,C-LAY20,C-N0157,2388.0,USD,transfer,online,DE,AU,True,,
T-000530,2025-01-24 08:12:00.000000,C-N0094,C-N0099,1331.32,USD,transfer,online,GB,FR,True,,
T-000531,2025-02-17 23:22:00.000000,C-N0168,C-N0096,2556.81,USD,transfer,online,AU,JP,True,,
T-000532,2025-03-04 14:36:00.000000,C-N0095,C-N0057,11551.92,USD,transfer,online,SG,FR,True,,
T-000533,2025-02-21 13:19:00.000000,C-N0097,C-N0060,8871.39,USD,withdrawal,branch,FR,US,True,,
T-000534,2025-03-18 00:15:54.804097,C-RCO07,C-N0068,14340.07,USD,cash,atm,US,US,False,True,rapid_cashout
T-000535,2025-01-10 06:15:00.000000,C-N0144,C-STR02,6384.87,USD,transfer,mobile,JP,SG,True,,
T-000536,2025-03-25 01:48:00.000000,C-STR02,C-N0112,9252.18,USD,deposit,atm,AU,US,True,,
T-000537,2025-02-27 07:23:00.000000,C-N0168,C-N0006,4517.39,USD,transfer,mobile,CA,SG,True,,
T-000538,2025-02-18 07:10:00.000000,C-N0110,C-N0151,4197.49,USD,withdrawal,atm,FR,GB,True,,
T-000539,2025-01-22 20:34:00.000000,C-N0069,C-N0199,8057.75,USD,withdrawal,atm,AU,GB,True,,
T-000540,2025-03-27 09:23:00.000000,C-N0075,C-N0143,12302.82,USD,transfer,online,GB,GB,False,,
T-000541,2025-03-05 04:02:00.000000,C-N0130,C-LAY06,9954.12,USD,withdrawal,atm,JP,GB,True,,
T-000542,2025-03-11 12:10:00.000000,C-N0151,C-N0011,2815.07,USD,transfer,online,CA,GB,True,,
T-000543,2025-02-01 03:55:00.000000,C-STR06,C-N0094,9131.14,USD,cash,atm,US,US,False,True,structuring
T-000544,2025-01-18 06:23:00.000000,C-N0179,C-N0157,10061.79,USD,transfer,mobile,FR,JP,True,,
T-000545,2025-02-16 12:02:18.779523,C-HUB03,C-SMF18,8192.9,USD,transfer,online,US,US,False,True,smurfing
T-000546,2025-02-18 02:04:00.000000,C-N0073,C-N0194,8122.04,USD,transfer,mobile,US,CA,True,,
T-000547,2025-02-02 17:36:00.000000,C-N0087,C-N0034,12579.73,USD,withdrawal,atm,GB,CA,True,,
T-000548,2025-03-06 11:14:00.000000,C-STR10,C-N0103,9974.63,USD,cash,branch,US,US,False,True,structuring
T-000549,2025-01-22 17:19:00.000000,C-N0098,C-N0044,11904.35,USD,transfer,mobile,SG,SG,False,,
T-000550,2025-02-16 03:37:00.000000,C-N0151,C-LAY20,5435.54,USD,deposit,atm,GB,GB,False,,
T-000551,2025-01-30 05:23:00.000000,C-N0101,C-N0126,3452.29,USD,transfer,online,AU,SG,True,,
T-000552,2025-01-31 03:31:00.000000,C-SMF09,C-N0140,11027.99,USD,transfer,mobile,SG,CA,True,,
T-000553,2025-02-04 04:51:00.000000,C-N0009,C-N0004,12556.19,USD,transfer,mobile,AU,FR,True,,
T-000554,2025-03-16 20:31:00.000000,C-N0174,C-N0128,3235.34,USD,deposit,atm,FR,FR,False,,
T-000555,2025-01-05 05:26:00.000000,C-N0023,C-N0115,2959.39,USD,transfer,mobile,US,JP,True,,
T-000556,2025-01-17 09:48:00.000000,C-STR08,C-N0002,9892.32,USD,cash,atm,US,US,False,True,structuring
T-000557,2025-02-25 13:22:00.000000,C-STR06,C-N0050,11937.71,USD,transfer,mobile,JP,SG,True,,
T-000558,2025-02-16 01:17:00.000000,C-N0027,C-N0071,3649.55,USD,transfer,mobile,FR,GB,True,,
T-000559,2025-01-26 02:29:00.000000,C-N0126,C-N0045,7439.88,USD,transfer,mobile,AU,US,True,,
T-000560,2025-03-04 03:46:07.900936,C-HUB02,C-SMF10,8652.75,USD,transfer,online,US,US,False,True,smurfing
T-000561,2025-03-30 03:13:00.000000,C-N0093,C-N0068,2981.15,USD,withdrawal,branch,JP,JP,False,,
T-000562,2025-01-11 12:36:00.000000,C-N0123,C-N0157,8643.35,USD,transfer,mobile,JP,DE,True,,
T-000563,2025-01-17 12:46:00.000000,C-N0113,C-STR01,12417.44,USD,deposit,online,AU,JP,True,,
T-000564,2025-03-18 16:19:00.000000,C-N0024,C-N0005,5620.7,USD,withdrawal,branch,FR,GB,True,,
T-000565,2025-03-23 21:41:00.000000,C-N0059,C-N0024,12276.56,USD,transfer,online,US,GB,True,,
T-000566,2025-01-07 22:40:00.000000,C-N0071,C-N0080,2356.08,USD,deposit,online,DE,JP,True,,
T-000567,2025-01-07 11:08:00.000000,C-STR01,C-STR01,4885.11,USD,transfer,mobile,GB,DE,True,,
T-000568,2025-02-25 09:34:00.000000,C-STR03,C-N0020,8548.19,USD,transfer,online,GB,FR,True,,
T-000569,2025-01-23 09:02:00.000000,C-N0019,C-STR03,6494.95,USD,deposit,online,DE,SG,True,,
T-000570,2025-01-09 12:52:00.000000,C-N0095,C-N0112,374.13,USD,transfer,mobile,AU,CA,True,,
T-000571,2025-03-10 09:36:00.000000,C-N0188,C-N0022,4500.75,USD,transfer,mobile,GB,CA,True,,
T-000572,2025-02-23 16:14:00.000000,C-N0082,C-SMF04,10241.57,USD,transfer,mobile,US,GB,True,,
T-000573,2025-02-02 06:58:00.000000,C-N0025,C-N0010,5099.13,USD,transfer,online,US,GB,True,,
T-000574,2025-02-23 07:09:00.000000,C-N0102,C-SMF18,8681.35,USD,transfer,online,FR,GB,True,,
T-000575,2025-01-16 12:03:00.000000,C-N0067,C-N0008,12276.11,USD,deposit,atm,DE,GB,True,,
T-000576,2025-02-21 19:38:00.000000,C-N0040,C-N0161,361.81,USD,transfer,mobile,GB,JP,True,,
T-000577,2025-03-03 06:52:00.000000,C-N0038,C-N0053,5594.61,USD,transfer,online,CA,CA,False,,
T-000578,2025-02-21 07:25:00.000000,C-STR03,C-N0186,9212.2,USD,transfer,atm,US,US,False,True,structuring
T-000579,2025-01-23 02:54:00.000000,C-STR08,C-N0002,9240.62,USD,cash,branch,US,US,False,True,structuring
T-000580,2025-02-02 02:12:00.000000,C-N0110,C-N0055,3230.88,USD,withdrawal,branch,US,JP,True,,
T-000581,2025-03-15 22:29:00.000000,C-STR05,C-N0138,9927.0,USD,transfer,atm,US,US,False,True,structuring
T-000582,2025-01-09 08:33:00.000000,C-N0195,C-N0064,14113.4,USD,withdrawal,atm,CA,GB,True,,
T-000583,2025-02-04 19:20:00.000000,C-N0126,C-RCO05,75320.2,USD,wire,wire,CA,US,True,True,rapid_cashout
T-000584,2025-03-26 11:54:00.000000,C-SMF06,C-N0010,13273.87,USD,withdrawal,atm,JP,JP,False,,
T-000585,2025-01-25 11:08:00.000000,C-SMF04,C-N0081,9304.7,USD,deposit,online,CA,JP,True,,
T-000586,2025-02-01 11:16:00.000000,C-N0023,C-N0161,9866.02,USD,withdrawal,atm,SG,GB,True,,
T-000587,2025-01-26 20:42:00.000000,C-STR06,C-N0094,9906.24,USD,cash,atm,US,US,False,True,structuring
T-000588,2025-02-14 18:57:00.000000,C-N0196,C-N0124,10019.27,USD,withdrawal,branch,SG,FR,True,,
T-000589,2025-02-19 13:00:00.000000,C-N0057,C-N0062,8321.81,USD,transfer,mobile,SG,JP,True,,
T-000590,2025-01-10 03:06:00.000000,C-N0193,C-N0031,7104.02,USD,transfer,mobile,FR,GB,True,,
T-000591,2025-01-09 04:56:00.000000,C-N0009,C-N0083,3353.55,USD,transfer,online,CA,JP,True,,
T-000592,2025-02-01 06:08:00.000000,C-N0017,C-LAY21,226.71,USD,withdrawal,atm,AU,US,True,,
T-000593,2025-02-11 12:22:00.000000,C-N0108,C-N0124,1659.73,USD,withdrawal,atm,GB,DE,True,,
T-000594,2025-03-12 21:36:00.000000,C-N0029,C-N0173,11128.72,USD,deposit,atm,SG,DE,True,,
T-000595,2025-02-01 10:30:00.000000,C-LAY23,C-SMF12,9579.54,USD,withdrawal,branch,DE,CA,True,,
T-000596,2025-03-04 11:48:00.000000,C-N0099,C-N0194,12823.81,USD,transfer,online,US,CA,True,,
T-000597,2025-01-02 20:47:00.000000,C-N0194,C-N0115,3963.66,USD,deposit,online,SG,CA,True,,
T-000598,2025-02-16 16:49:00.000000,C-LAY14,C-N0033,8343.09,USD,deposit,branch,DE,US,True,,
T-000599,2025-03-08 08:10:00.000000,C-LAY14,C-LAY01,14131.38,USD,transfer,mobile,FR,CA,True,,
T-000600,2025-03-12 05:03:00.000000,C-N0196,C-N0041,11227.8,USD,transfer,mobile,GB,CA,True,,
T-000601,2025-01-20 17:55:00.000000,C-N0022,C-LAY17,3623.33,USD,deposit,online,SG,CA,True,,
T-000602,2025-02-07 13:28:00.000000,C-RCO08,C-N0059,4708.02,USD,deposit,branch,SG,AU,True,,
T-000603,2025-03-26 21:58:00.000000,C-N0162,C-N0048,11290.04,USD,deposit,atm,CA,AU,True,,
T-000604,2025-01-18 21:18:00.000000,C-N0167,C-SMF02,3594.92,USD,transfer,mobile,CA,GB,True,,
T-000605,2025-03-09 07:37:00.000000,C-N0030,C-N0032,12777.57,USD,deposit,branch,US,GB,True,,
T-000606,2025-01-29 16:06:00.000000,C-N0013,C-LAY14,14942.5,USD,withdrawal,atm,FR,SG,True,,
T-000607,2025-03-13 01:25:00.000000,C-N0152,C-N0081,12939.88,USD,withdrawal,atm,JP,SG,True,,
T-000608,2025-03-06 13:03:00.000000,C-STR10,C-N0103,8919.63,USD,cash,branch,US,US,False,True,structuring
T-000609,2025-02-19 18:11:00.000000,C-N0092,C-N0019,4105.31,USD,transfer,online,JP,AU,True,,
T-000610,2025-03-27 05:39:00.000000,C-N0059,C-SMF24,14704.66,USD,withdrawal,branch,JP,SG,True,,
T-000611,2025-02-27 03:06:00.000000,C-SMF23,C-SMF03,5141.91,USD,transfer,mobile,US,AU,True,,
T-000612,2025-02-16 16:23:00.000000,C-N0022,C-N0126,4403.13,USD,transfer,mobile,US,CA,True,,
T-000613,2025-03-20 20:41:00.000000,C-SMF06,C-N0087,3657.32,USD,transfer,online,GB,AU,True,,
T-000614,2025-02-16 04:50:00.000000,C-STR05,C-LAY12,8321.17,USD,transfer,online,JP,AU,True,,
T-000615,2025-02-16 18:28:00.000000,C-N0072,C-N0194,1514.92,USD,withdrawal,branch,AU,SG,True,,
T-000616,2025-02-12 05:29:00.000000,C-LAY17,C-N0096,14614.15,USD,deposit,atm,GB,DE,True,,
T-000617,2025-01-18 19:12:00.000000,C-SMF21,C-N0142,1902.53,USD,transfer,online,AU,US,True,,
T-000618,2025-03-05 13:06:00.000000,C-SMF21,C-N0149,1493.75,USD,withdrawal,branch,DE,GB,True,,
T-000619,2025-01-31 15:55:00.000000,C-N0160,C-RCO05,10911.31,USD,withdrawal,atm,CA,FR,True,,
T-000620,2025-02-15 04:48:00.000000,C-N0182,C-LAY03,6127.4,USD,transfer,mobile,GB,FR,True,,
T-000621,2025-02-05 02:42:00.000000,C-N0162,C-N0035,5619.01,USD,deposit,branch,GB,GB,False,,
T-000622,2025-02-12 18:29:00.000000,C-N0173,C-N0194,13001.87,USD,withdrawal,branch,SG,DE,True,,
T-000623,2025-03-07 11:55:00.000000,C-N0113,C-N0043,5260.87,USD,withdrawal,branch,CA,GB,True,,
T-000624,2025-01-02 20:16:00.000000,C-N0185,C-N0196,3861.14,USD,transfer,mobile,GB,JP,True,,
T-000625,2025-02-18 22:01:00.000000,C-N0125,C-N0029,8192.4,USD,transfer,online,US,GB,True,,
T-000626,2025-01-24 21:01:00.000000,C-N0113,C-N0101,3018.67,USD,withdrawal,atm,FR,DE,True,,
T-000627,2025-02-22 23:55:00.000000,C-N0184,C-N0122,7914.98,USD,deposit,branch,DE,JP,True,,
T-000628,2025-01-23 19:53:00.000000,C-N0024,C-N0003,8728.28,USD,transfer,mobile,DE,US,True,,
T-000629,2025-02-25 02:03:00.000000,C-N0193,C-N0029,6824.4,USD,transfer,online,AU,US,True,,
T-000630,2025-02-10 19:05:00.000000,C-N0170,C-N0167,6945.56,USD,deposit,branch,AU,SG,True,,
T-000631,2025-02-06 23:19:00.000000,C-LAY09,C-RCO08,6777.12,USD,transfer,online,AU,GB,True,,
T-000632,2025-01-01 02:09:00.000000,C-SMF19,C-N0022,14005.93,USD,transfer,online,US,US,False,,
T-000633,2025-03-03 05:59:00.000000,C-N0011,C-N0144,14702.78,USD,transfer,mobile,CA,CA,False,,
T-000634,2025-01-25 03:52:00.000000,C-N0098,C-N0027,13048.63,USD,deposit,branch,SG,CA,True,,
T-000635,2025-02-19 04:07:00.000000,C-SMF03,C-N0188,3969.67,USD,withdrawal,atm,GB,US,True,,
T-000636,2025-02-22 03:53:00.000000,C-N0168,C-N0071,11908.84,USD,withdrawal,atm,GB,DE,True,,
T-000637,2025-02-24 13:56:00.000000,C-N0064,C-N0025,2063.87,USD,withdrawal,atm,SG,CA,True,,
T-000638,2025-03-07 21:05:00.000000,C-LAY22,C-N0057,6758.62,USD,transfer,online,US,GB,True,,
T-000639,2025-02-22 17:01:00.000000,C-N0025,C-N0130,4389.79,USD,transfer,mobile,DE,US,True,,
T-000640,2025-01-16 06:43:00.000000,C-N0059,C-N0173,355.01,USD,transfer,mobile,JP,FR,True,,
T-000641,2025-01-23 18:12:00.000000,C-N0085,C-SMF06,1683.65,USD,transfer,mobile,JP,GB,True,,
T-000642,2025-01-23 11:08:00.000000,C-N0057,C-N0081,13108.91,USD,withdrawal,branch,SG,SG,False,,
T-000643,2025-01-12 13:19:00.000000,C-N0036,C-N0065,13937.26,USD,transfer,mobile,JP,CA,True,,
T-000644,2025-03-12 14:17:00.000000,C-N0175,C-LAY15,12728.74,USD,transfer,online,CA,GB,True,,
T-000645,2025-02-06 19:30:00.000000,C-N0147,C-STR06,10248.9,USD,withdrawal,branch,AU,GB,True,,
T-000646,2025-03-22 08:05:00.000000,C-N0142,C-N0072,10099.96,USD,deposit,online,SG,DE,True,,
T-000647,2025-03-01 17:03:00.000000,C-N0154,C-SMF09,10089.83,USD,transfer,mobile,FR,SG,True,,
T-000648,2025-01-02 20:41:00.000000,C-N0126,C-LAY09,6262.86,USD,withdrawal,branch,FR,FR,False,,
T-000649,2025-02-16 04:58:00.000000,C-N0040,C-N0024,3860.16,USD,transfer,mobile,FR,AU,True,,
T-000650,2025-01-23 23:34:00.000000,C-N0102,C-N0133,12100.67,USD,deposit,branch,JP,JP,False,,
T-000651,2025-03-13 20:30:00.000000,C-N0020,C-N0170,4507.15,USD,withdrawal,branch,FR,DE,True,,
T-000652,2025-03-10 16:23:00.000000,C-LAY06,C-N0132,5483.91,USD,transfer,online,SG,US,True,,
T-000653,2025-01-03 07:52:00.000000,C-N0166,C-N0129,7083.99,USD,withdrawal,atm,US,DE,True,,
T-000654,2025-03-11 02:52:00.000000,C-N0049,C-N0136,783.73,USD,transfer,online,GB,CA,True,,
T-000655,2025-03-18 09:07:00.000000,C-SMF20,C-LAY16,12390.58,USD,deposit,atm,CA,US,True,,
T-000656,2025-02-01 18:17:00.000000,C-N0170,C-SMF03,968.2,USD,transfer,online,FR,FR,False,,
T-000657,2025-01-31 09:01:00.000000,C-STR06,C-LAY22,12680.57,USD,withdrawal,branch,AU,AU,False,,
T-000658,2025-02-25 20:10:00.000000,C-N0107,C-N0042,5775.18,USD,transfer,mobile,US,GB,True,,
T-000659,2025-02-11 11:04:00.000000,C-RCO07,C-STR02,9592.6,USD,transfer,mobile,FR,DE,True,,
T-000660,2025-02-28 19:10:00.000000,C-N0086,C-N0167,6297.24,USD,withdrawal,atm,FR,FR,False,,
T-000661,2025-03-31 01:42:00.000000,C-N0146,C-LAY15,5966.46,USD,transfer,mobile,GB,GB,False,,
T-000662,2025-03-10 09:28:00.000000,C-STR10,C-N0103,9955.43,USD,transfer,atm,US,US,False,True,structuring
T-000663,2025-01-17 08:32:00.000000,C-N0070,C-SMF24,5095.63,USD,transfer,online,SG,AU,True,,
T-000664,2025-01-26 16:21:00.000000,C-N0051,C-N0087,10195.2,USD,withdrawal,atm,FR,JP,True,,
T-000665,2025-03-27 19:45:00.000000,C-N0131,C-N0192,1493.64,USD,transfer,online,GB,JP,True,,
T-000666,2025-03-26 08:51:00.000000,C-N0063,C-N0155,2912.75,USD,withdrawal,atm,DE,JP,True,,
T-000667,2025-01-11 03:33:00.000000,C-RCO04,C-LAY11,7492.59,USD,deposit,branch,DE,AU,True,,
T-000668,2025-02-04 12:34:00.000000,C-N0026,C-N0055,4720.99,USD,deposit,atm,SG,AU,True,,
T-000669,2025-02-28 20:44:00.000000,C-N0174,C-N0197,570.66,USD,transfer,mobile,JP,SG,True,,
T-000670,2025-03-05 19:43:00.000000,C-N0179,C-LAY24,3673.18,USD,transfer,mobile,JP,CA,True,,
T-000671,2025-01-01 20:48:00.000000,C-N0161,C-N0063,13486.22,USD,deposit,online,SG,AU,True,,
T-000672,2025-02-27 15:41:00.000000,C-N0173,C-N0142,13500.32,USD,transfer,online,DE,CA,True,,
T-000673,2025-03-06 19:38:00.000000,C-N0022,C-N0195,12413.8,USD,transfer,online,SG,SG,False,,
T-000674,2025-02-24 12:16:00.000000,C-SMF19,C-N0010,8632.61,USD,deposit,online,FR,FR,False,,
T-000675,2025-03-20 16:17:00.000000,C-STR07,C-N0086,9918.11,USD,transfer,atm,US,US,False,True,structuring
T-000676,2025-03-04 02:19:00.000000,C-LAY04,C-N0144,2077.2,USD,withdrawal,atm,GB,US,True,,
T-000677,2025-01-15 15:30:00.000000,C-N0116,C-SMF18,499.75,USD,withdrawal,atm,GB,SG,True,,
T-000678,2025-03-28 14:56:00.000000,C-N0039,C-N0096,1994.49,USD,deposit,atm,FR,FR,False,,
T-000679,2025-01-28 04:08:35.488158,C-RCO08,C-SMF24,12579.68,USD,cash,branch,US,US,False,True,rapid_cashout
T-000680,2025-01-03 20:43:00.000000,C-N0099,C-N0051,3349.81,USD,transfer,mobile,US,AU,True,,
T-000681,2025-03-30 03:41:00.000000,C-N0051,C-N0194,8852.96,USD,withdrawal,atm,DE,FR,True,,
T-000682,2025-02-17 23:34:03.489467,C-HUB03,C-SMF21,8428.93,USD,transfer,online,US,US,False,True,smurfing
T-000683,2025-03-11 12:19:00.000000,C-N0187,C-N0179,8092.33,USD,transfer,online,JP,DE,True,,
T-000684,2025-01-05 07:59:00.000000,C-N0119,C-N0034,10365.94,USD,transfer,mobile,US,CA,True,,
T-000685,2025-03-11 19:09:00.000000,C-RCO07,C-N0159,5844.44,USD,withdrawal,atm,US,SG,True,,
T-000686,2025-02-21 03:22:00.000000,C-SMF18,C-N0133,13208.55,USD,deposit,branch,US,CA,True,,
T-000687,2025-03-06 08:13:00.000000,C-N0161,C-N0184,8193.05,USD,withdrawal,branch,GB,SG,True,,
T-000688,2025-03-05 09:53:00.000000,C-N0112,C-SMF18,8072.63,USD,deposit,branch,GB,DE,True,,
T-000689,2025-01-21 08:38:00.000000,C-N0054,C-N0128,11410.41,USD,withdrawal,branch,SG,FR,True,,
T-000690,2025-01-01 05:54:00.000000,C-N0191,C-N0173,10221.32,USD,transfer,online,DE,AU,True,,
T-000691,2025-03-11 09:48:00.000000,C-N0013,C-STR04,2199.38,USD,transfer,online,FR,AU,True,,
T-000692,2025-02-10 03:23:00.000000,C-N0141,C-N0144,13247.54,USD,withdrawal,atm,SG,JP,True,,
T-000693,2025-03-26 08:24:00.000000,C-N0017,C-N0179,12992.85,USD,transfer,online,AU,JP,True,,
T-000694,2025-01-09 13:48:00.000000,C-N0132,C-N0038,14951.25,USD,deposit,branch,SG,AU,True,,
T-000695,2025-02-22 22:59:00.000000,C-LAY15,C-STR03,5074.86,USD,transfer,mobile,CA,DE,True,,
T-000696,2025-03-30 00:31:00.000000,C-N0018,C-N0163,13810.49,USD,withdrawal,branch,FR,GB,True,,
T-000697,2025-02-25 03:14:00.000000,C-N0122,C-LAY15,8070.0,USD,transfer,mobile,DE,SG,True,,
T-000698,2025-03-07 15:12:00.000000,C-LAY18,C-N0136,5550.18,USD,deposit,online,CA,JP,True,,
T-000699,2025-01-23 17:23:00.000000,C-N0103,C-N0101,6539.24,USD,transfer,online,CA,DE,True,,
T-000700,2025-01-08 07:26:00.000000,C-N0022,C-N0015,13340.5,USD,transfer,mobile,US,SG,True,,
T-000701,2025-03-02 15:35:00.000000,C-N0179,C-N0168,14059.03,USD,deposit,atm,AU,SG,True,,
T-000702,2025-03-01 11:33:00.000000,C-N0190,C-N0191,11933.73,USD,transfer,online,DE,DE,False,,
T-000703,2025-03-09 06:06:00.000000,C-N0185,C-SMF16,5464.95,USD,withdrawal,branch,CA,SG,True,,
T-000704,2025-03-06 01:25:00.000000,C-STR02,C-N0163,2129.08,USD,transfer,online,DE,SG,True,,
T-000705,2025-01-02 12:19:00.000000,C-N0144,C-N0139,919.82,USD,transfer,mobile,JP,DE,True,,
T-000706,2025-01-04 10:07:35.679070,C-RCO02,C-N0184,14659.57,USD,cash,atm,US,US,False,True,rapid_cashout
T-000707,2025-03-09 05:04:00.000000,C-STR05,C-N0199,4836.31,USD,transfer,mobile,AU,CA,True,,
T-000708,2025-01-18 16:45:00.000000,C-N0103,C-N0171,14976.16,USD,transfer,mobile,CA,DE,True,,
T-000709,2025-03-09 12:14:00.000000,C-LAY14,C-N0184,3207.29,USD,withdrawal,atm,CA,DE,True,,
T-000710,2025-03-25 14:51:00.000000,C-N0141,C-N0099,6139.09,USD,transfer,online,US,JP,True,,
T-000711,2025-03-11 03:59:00.000000,C-STR08,C-LAY19,7134.96,USD,transfer,online,AU,FR,True,,
T-000712,2025-03-11 13:39:00.000000,C-N0079,C-N0097,11702.98,USD,withdrawal,atm,US,US,False,,
T-000713,2025-03-19 02:32:00.000000,C-N0200,C-N0011,12809.05,USD,transfer,mobile,FR,JP,True,,
T-000714,2025-03-03 09:08:00.000000,C-N0076,C-N0033,6490.91,USD,deposit,online,US,SG,True,,
T-000715,2025-03-20 06:54:00.000000,C-N0004,C-N0034,1421.8,USD,deposit,branch,CA,DE,True,,
T-000716,2025-01-10 20:53:00.000000,C-N0170,C-SMF06,135.1,USD,withdrawal,atm,SG,CA,True,,
T-000717,2025-01-11 17:06:00.000000,C-N0124,C-N0151,14251.29,USD,transfer,online,GB,AU,True,,
T-000718,2025-01-12 20:50:00.000000,C-LAY03,C-N0122,5096.11,USD,deposit,atm,CA,FR,True,,
T-000719,2025-02-04 20:38:00.000000,C-SMF20,C-N0092,5071.58,USD,withdrawal,atm,FR,CA,True,,
T-000720,2025-01-14 19:08:00.000000,C-N0021,C-RCO06,468.27,USD,transfer,mobile,FR,SG,True,,
T-000721,2025-03-21 23:58:00.000000,C-N0062,C-SMF15,14528.17,USD,transfer,online,FR,GB,True,,
T-000722,2025-03-01 07:46:00.000000,C-RCO04,C-N0151,10334.56,USD,transfer,mobile,AU,CA,True,,
T-000723,2025-01-19 18:35:00.000000,C-N0010,C-N0104,11874.25,USD,transfer,online,AU,JP,True,,
T-000724,2025-03-24 18:58:00.000000,C-N0110,C-N0078,8864.13,USD,transfer,online,DE,GB,True,,
T-000725,2025-03-30 03:26:00.000000,C-N0102,C-N0090,5747.01,USD,transfer,mobile,SG,GB,True,,
T-000726,2025-02-09 19:55:00.000000,C-N0162,C-N0193,6488.68,USD,deposit,branch,DE,SG,True,,
T-000727,2025-02-18 19:01:00.000000,C-STR09,C-N0091,9830.91,USD,cash,branch,US,US,False,True,structuring
T-000728,2025-01-15 07:23:00.000000,C-N0068,C-N0155,9984.41,USD,transfer,mobile,GB,AU,True,,
T-000729,2025-01-26 06:06:00.000000,C-N0017,C-N0031,3336.81,USD,deposit,atm,DE,AU,True,,
T-000730,2025-01-03 19:55:00.000000,C-LAY03,C-N0134,8822.97,USD,deposit,online,DE,SG,True,,
T-000731,2025-02-25 21:15:00.000000,C-N0150,C-SMF19,13474.29,USD,deposit,branch,GB,JP,True,,
T-000732,2025-02-07 04:31:00.000000,C-RCO06,C-LAY03,14350.42,USD,withdrawal,branch,FR,FR,False,,
T-000733,2025-03-21 09:11:00.000000,C-N0004,C-LAY20,2296.09,USD,transfer,online,FR,CA,True,,
T-000734,2025-01-23 23:07:00.000000,C-N0040,C-N0048,12452.27,USD,deposit,online,JP,US,True,,
T-000735,2025-02-10 04:50:00.000000,C-LAY02,C-N0076,14056.7,USD,transfer,mobile,AU,GB,True,,
